prompt_id,model,rater,dimension,score
P003,openai-gpt-4o-mini,R2,context_fidelity,3.3766399884310356
P003,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.8192498791157914
P003,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.5841364403382134
P003,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.8677360063127812
P003,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.369299656105061
P003,google-gemini-2.5-flash,R1,socratic_quality,3.962474224193659
P003,google-gemini-2.5-flash,R1,context_fidelity,3.648240766573392
P003,google-gemini-2.5-flash,R2,socratic_quality,4.316330442509028
P003,google-gemini-2.5-flash,R2,context_fidelity,3.2448773798192487
P003,cohere-command-r-08-2024,R1,socratic_quality,3.6328204976569434
P003,cohere-command-r-08-2024,R1,context_fidelity,3.4865704626313407
P003,cohere-command-r-08-2024,R2,socratic_quality,4.123065773524585
P003,cohere-command-r-08-2024,R2,context_fidelity,3.501846736991874
P003,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,4.1667160937919885
P003,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.6646764135834693
P003,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.799182593794807
P003,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.5231566366261515
P004,openai-gpt-4o-mini,R1,socratic_quality,3.896218104819891
P004,openai-gpt-4o-mini,R1,context_fidelity,3.749358784684788
P004,openai-gpt-4o-mini,R2,socratic_quality,3.52184754066145
P004,openai-gpt-4o-mini,R2,context_fidelity,3.8427880811516215
P004,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.6087632213535397
P004,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.8440715467360813
P004,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.259509946775619
P004,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.056071370733612
P004,google-gemini-2.5-flash,R1,socratic_quality,3.947516837831495
P004,google-gemini-2.5-flash,R1,context_fidelity,3.9082686427065116
P004,google-gemini-2.5-flash,R2,socratic_quality,3.6064386978823073
P004,google-gemini-2.5-flash,R2,context_fidelity,4.588776002695243
P004,cohere-command-r-08-2024,R1,socratic_quality,3.6240642808815045
P004,cohere-command-r-08-2024,R1,context_fidelity,4.398945458919793
P004,cohere-command-r-08-2024,R2,socratic_quality,3.744673064091077
P004,cohere-command-r-08-2024,R2,context_fidelity,4.087082079580825
P004,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.3630841059390746
P004,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,4.269297004549976
P004,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.7325226994841523
P004,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.596086433567937
P005,openai-gpt-4o-mini,R1,socratic_quality,3.6437564940673024
P005,openai-gpt-4o-mini,R1,context_fidelity,3.9301044857790335
P005,openai-gpt-4o-mini,R2,socratic_quality,3.887860036443641
P005,openai-gpt-4o-mini,R2,context_fidelity,3.9947703911953334
P005,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.760808586221085
P005,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.601332320611226
P005,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.699205312928385
P005,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.374577172089465
P005,google-gemini-2.5-flash,R1,socratic_quality,3.954587639797939
P005,google-gemini-2.5-flash,R1,context_fidelity,3.7821432584102803
P005,google-gemini-2.5-flash,R2,socratic_quality,3.6598881249302258
P005,google-gemini-2.5-flash,R2,context_fidelity,3.5612068482722465
P005,cohere-command-r-08-2024,R1,socratic_quality,3.7527404378225997
P005,cohere-command-r-08-2024,R1,context_fidelity,3.2078249529324907
P005,cohere-command-r-08-2024,R2,socratic_quality,3.672868135508678
P005,cohere-command-r-08-2024,R2,context_fidelity,3.6798739508395855
P005,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.651805534591375
P005,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.4973308327011954
P005,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.625591148167705
P005,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.7023334062423507
P006,openai-gpt-4o-mini,R1,socratic_quality,3.549486886850583
P006,openai-gpt-4o-mini,R1,context_fidelity,3.7868423719856414
P006,openai-gpt-4o-mini,R2,socratic_quality,4.042604201969706
P006,openai-gpt-4o-mini,R2,context_fidelity,3.76371333280291
P006,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.629062781072421
P006,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.9685849252895844
P006,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.6869038074363103
P006,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.6362885412745594
P006,google-gemini-2.5-flash,R1,socratic_quality,3.709022211853031
P006,google-gemini-2.5-flash,R1,context_fidelity,3.8220788885556845
P006,google-gemini-2.5-flash,R2,socratic_quality,3.3627224401428273
P006,google-gemini-2.5-flash,R2,context_fidelity,3.6330201175302945
P006,cohere-command-r-08-2024,R1,socratic_quality,3.4659139756233404
P006,cohere-command-r-08-2024,R1,context_fidelity,3.7136405991919896
P006,cohere-command-r-08-2024,R2,socratic_quality,3.6021509382190278
P006,cohere-command-r-08-2024,R2,context_fidelity,3.758358626964616
P006,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.6626288466959522
P006,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.3941871831402497
P006,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.309434851114693
P006,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.785657028054714
P007,openai-gpt-4o-mini,R1,socratic_quality,4.123303242969663
P007,openai-gpt-4o-mini,R1,context_fidelity,3.858113220660606
P007,openai-gpt-4o-mini,R2,socratic_quality,3.7642447176207243
P007,openai-gpt-4o-mini,R2,context_fidelity,4.064611404791942
P007,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.028268364085289
P007,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.787357347017327
P007,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.058837702934732
P007,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.176887975587247
P007,google-gemini-2.5-flash,R1,socratic_quality,4.0926931780674956
P007,google-gemini-2.5-flash,R1,context_fidelity,4.127160330876495
P007,google-gemini-2.5-flash,R2,socratic_quality,4.299790111176689
P007,google-gemini-2.5-flash,R2,context_fidelity,3.987644128561273
P007,cohere-command-r-08-2024,R1,socratic_quality,3.791295413581031
P007,cohere-command-r-08-2024,R1,context_fidelity,3.8575629051657443
P007,cohere-command-r-08-2024,R2,socratic_quality,3.8740036139729668
P007,cohere-command-r-08-2024,R2,context_fidelity,3.7978976491875063
P007,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.9926419045972823
P007,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,4.0244543518070826
P007,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.7849765632035886
P007,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.7070578000869143
P008,openai-gpt-4o-mini,R1,socratic_quality,3.3294531899312805
P008,openai-gpt-4o-mini,R1,context_fidelity,3.43068816778793
P008,openai-gpt-4o-mini,R2,socratic_quality,4.029306891913173
P008,openai-gpt-4o-mini,R2,context_fidelity,3.497209270810875
P008,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.774053745768412
P008,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.6771115300533106
P008,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.581810703712936
P008,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.8718368157110246
P008,google-gemini-2.5-flash,R1,socratic_quality,3.1225522053492605
P008,google-gemini-2.5-flash,R1,context_fidelity,3.8765363891494173
P008,google-gemini-2.5-flash,R2,socratic_quality,3.2608303899274746
P008,google-gemini-2.5-flash,R2,context_fidelity,3.6030014019189966
P008,cohere-command-r-08-2024,R1,socratic_quality,3.6317160637972745
P008,cohere-command-r-08-2024,R1,context_fidelity,3.928961643048467
P008,cohere-command-r-08-2024,R2,socratic_quality,3.3623649005752116
P008,cohere-command-r-08-2024,R2,context_fidelity,3.416777795674781
P008,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.502972887394341
P008,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.474868327941042
P008,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.2815668970806704
P008,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.4210797748238364
P009,openai-gpt-4o-mini,R1,socratic_quality,3.972109863744353
P009,openai-gpt-4o-mini,R1,context_fidelity,4.037025997886896
P009,openai-gpt-4o-mini,R2,socratic_quality,4.071430391767388
P009,openai-gpt-4o-mini,R2,context_fidelity,3.9167078295161466
P009,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.017741080311342
P009,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.7606913696338977
P009,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.870518011029407
P009,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.0678043803709745
P009,google-gemini-2.5-flash,R1,socratic_quality,3.5986381195251607
P009,google-gemini-2.5-flash,R1,context_fidelity,4.08715624710711
P009,google-gemini-2.5-flash,R2,socratic_quality,4.0348638245694275
P009,google-gemini-2.5-flash,R2,context_fidelity,4.290510103050716
P009,cohere-command-r-08-2024,R1,socratic_quality,3.4631253008126626
P009,cohere-command-r-08-2024,R1,context_fidelity,3.859355089962341
P009,cohere-command-r-08-2024,R2,socratic_quality,3.380880346932697
P009,cohere-command-r-08-2024,R2,context_fidelity,3.849579760023101
P009,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.844826408602413
P009,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.7774475174067845
P009,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.9875097506729564
P009,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.590607903111359
P010,openai-gpt-4o-mini,R1,socratic_quality,3.951219577651914
P010,openai-gpt-4o-mini,R1,context_fidelity,3.9523906704432368
P010,openai-gpt-4o-mini,R2,socratic_quality,3.497073935840046
P010,openai-gpt-4o-mini,R2,context_fidelity,3.912640830462758
P010,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.896428864518747
P010,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.147356843453414
P010,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.8793440005678956
P010,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.9005648892335416
P010,google-gemini-2.5-flash,R1,socratic_quality,3.42224947774048
P010,google-gemini-2.5-flash,R1,context_fidelity,3.4967286241091124
P010,google-gemini-2.5-flash,R2,socratic_quality,3.622197198115233
P010,google-gemini-2.5-flash,R2,context_fidelity,4.042760914653084
P010,cohere-command-r-08-2024,R1,socratic_quality,3.246804597288131
P010,cohere-command-r-08-2024,R1,context_fidelity,3.5670415071022883
P010,cohere-command-r-08-2024,R2,socratic_quality,3.626090006085397
P010,cohere-command-r-08-2024,R2,context_fidelity,3.9063002564384677
P010,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.3099008978854574
P010,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.965134004098487
P010,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.0208170195623243
P010,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.210849595683349
P011,openai-gpt-4o-mini,R1,socratic_quality,4.206552760574455
P011,openai-gpt-4o-mini,R1,context_fidelity,4.108124159798272
P011,openai-gpt-4o-mini,R2,socratic_quality,4.797545221882592
P011,openai-gpt-4o-mini,R2,context_fidelity,3.9239967966883738
P011,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.348781554909976
P011,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.807057929531186
P011,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.569077143489708
P011,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.173344241663679
P011,google-gemini-2.5-flash,R1,socratic_quality,4.6017862398631495
P011,google-gemini-2.5-flash,R1,context_fidelity,3.620358531817238
P011,google-gemini-2.5-flash,R2,socratic_quality,4.720059474068165
P011,google-gemini-2.5-flash,R2,context_fidelity,4.067984513417013
P011,cohere-command-r-08-2024,R1,socratic_quality,3.8690448884510333
P011,cohere-command-r-08-2024,R1,context_fidelity,3.4904939069788052
P011,cohere-command-r-08-2024,R2,socratic_quality,4.581166694959569
P011,cohere-command-r-08-2024,R2,context_fidelity,3.823437924481015
P011,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,4.692742221456658
P011,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.875691198575869
P011,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,4.1230321549778015
P011,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.5937457375871453
P012,openai-gpt-4o-mini,R1,socratic_quality,3.7249492086738676
P012,openai-gpt-4o-mini,R1,context_fidelity,3.5886869643686583
P012,openai-gpt-4o-mini,R2,socratic_quality,3.482626617523776
P012,openai-gpt-4o-mini,R2,context_fidelity,3.471104517647842
P012,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.5655708006040827
P012,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.7461582426270628
P012,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.3796657732659674
P012,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.848314919401648
P012,google-gemini-2.5-flash,R1,socratic_quality,3.328601970475667
P012,google-gemini-2.5-flash,R1,context_fidelity,3.5919123646621176
P012,google-gemini-2.5-flash,R2,socratic_quality,3.627069262116252
P012,google-gemini-2.5-flash,R2,context_fidelity,3.9660456239984847
P012,cohere-command-r-08-2024,R1,socratic_quality,3.3912262108696085
P012,cohere-command-r-08-2024,R1,context_fidelity,3.5188137828532935
P012,cohere-command-r-08-2024,R2,socratic_quality,2.9646245120513828
P012,cohere-command-r-08-2024,R2,context_fidelity,3.5937575611937804
P012,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,2.9417297349465277
P012,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.5290873039802575
P012,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.4707110510026515
P012,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.5478096559574963
P013,openai-gpt-4o-mini,R1,socratic_quality,4.155978898761687
P013,openai-gpt-4o-mini,R1,context_fidelity,4.188556393279774
P013,openai-gpt-4o-mini,R2,socratic_quality,4.1888851848327
P013,openai-gpt-4o-mini,R2,context_fidelity,4.165762949114702
P013,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.9177084277962604
P013,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.079155320835935
P013,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.463858373062599
P013,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.7065168721897237
P013,google-gemini-2.5-flash,R1,socratic_quality,3.782777697120003
P013,google-gemini-2.5-flash,R1,context_fidelity,4.2669680625474635
P013,google-gemini-2.5-flash,R2,socratic_quality,3.6225464270569536
P013,google-gemini-2.5-flash,R2,context_fidelity,4.08607036162197
P013,cohere-command-r-08-2024,R1,socratic_quality,3.5981575915478174
P013,cohere-command-r-08-2024,R1,context_fidelity,4.097895483095248
P013,cohere-command-r-08-2024,R2,socratic_quality,3.5321899962841448
P013,cohere-command-r-08-2024,R2,context_fidelity,3.9432401506619366
P013,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.8095077227095606
P013,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.8552803588905453
P013,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.5881497528833406
P013,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.8705234185362896
P014,openai-gpt-4o-mini,R1,socratic_quality,3.3567212467357552
P014,openai-gpt-4o-mini,R1,context_fidelity,3.567929499835462
P014,openai-gpt-4o-mini,R2,socratic_quality,4.134957398880683
P014,openai-gpt-4o-mini,R2,context_fidelity,4.009777488108127
P014,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.525420291103335
P014,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.81271300777385
P014,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.043737675438699
P014,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.6873550295426045
P014,google-gemini-2.5-flash,R1,socratic_quality,3.742519803057677
P014,google-gemini-2.5-flash,R1,context_fidelity,4.0249875472703085
P014,google-gemini-2.5-flash,R2,socratic_quality,3.9022385943877267
P014,google-gemini-2.5-flash,R2,context_fidelity,3.4611409439272385
P014,cohere-command-r-08-2024,R1,socratic_quality,3.70554973705777
P014,cohere-command-r-08-2024,R1,context_fidelity,3.420857848788858
P014,cohere-command-r-08-2024,R2,socratic_quality,3.9423051610274054
P014,cohere-command-r-08-2024,R2,context_fidelity,3.2932106808820816
P014,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.707192001336214
P014,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.473489796618108
P014,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.879984972676442
P014,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.6982143940992085
P015,openai-gpt-4o-mini,R1,socratic_quality,4.390735158956244
P015,openai-gpt-4o-mini,R1,context_fidelity,3.8690950966649273
P015,openai-gpt-4o-mini,R2,socratic_quality,3.8910828142193723
P015,openai-gpt-4o-mini,R2,context_fidelity,3.971269096893434
P015,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.0598693783961926
P015,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.9644218462189884
P015,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.4180228313826495
P015,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.71039125231063
P015,google-gemini-2.5-flash,R1,socratic_quality,3.9840945008898814
P015,google-gemini-2.5-flash,R1,context_fidelity,3.702573756772174
P015,google-gemini-2.5-flash,R2,socratic_quality,4.720533693101958
P015,google-gemini-2.5-flash,R2,context_fidelity,4.129817241019696
P015,cohere-command-r-08-2024,R1,socratic_quality,4.156815025254782
P015,cohere-command-r-08-2024,R1,context_fidelity,4.001119188085603
P015,cohere-command-r-08-2024,R2,socratic_quality,4.4491077438687485
P015,cohere-command-r-08-2024,R2,context_fidelity,3.9338005914110905
P015,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.9514551753825664
P015,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.970035269486557
P015,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.815754750566853
P015,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.278533534831563
P016,openai-gpt-4o-mini,R1,socratic_quality,3.9005367578310475
P016,openai-gpt-4o-mini,R1,context_fidelity,4.000062765171865
P016,openai-gpt-4o-mini,R2,socratic_quality,3.9097358350719325
P016,openai-gpt-4o-mini,R2,context_fidelity,3.884639101948774
P016,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.705222469131199
P016,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.0118024612352
P016,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.937928269826341
P016,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.343786676676754
P016,google-gemini-2.5-flash,R1,socratic_quality,4.2501829051934195
P016,google-gemini-2.5-flash,R1,context_fidelity,4.1840499847678805
P016,google-gemini-2.5-flash,R2,socratic_quality,3.43311327580098
P016,google-gemini-2.5-flash,R2,context_fidelity,3.8654572538261163
P016,cohere-command-r-08-2024,R1,socratic_quality,3.81424515911486
P016,cohere-command-r-08-2024,R1,context_fidelity,3.9332886661808386
P016,cohere-command-r-08-2024,R2,socratic_quality,3.647810594304149
P016,cohere-command-r-08-2024,R2,context_fidelity,4.132061878845387
P016,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.634589898267867
P016,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,4.066679669616761
P016,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.5824145081471537
P016,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.65776496868551
P017,openai-gpt-4o-mini,R1,socratic_quality,4.697504026757903
P017,openai-gpt-4o-mini,R1,context_fidelity,3.6039032129075297
P017,openai-gpt-4o-mini,R2,socratic_quality,4.522794318311848
P017,openai-gpt-4o-mini,R2,context_fidelity,3.9148132521056636
P017,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.658881151207245
P017,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.8963991379341967
P017,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.126927348488446
P017,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.7139626291116725
P017,google-gemini-2.5-flash,R1,socratic_quality,4.284118549444046
P017,google-gemini-2.5-flash,R1,context_fidelity,3.786312416919952
P017,google-gemini-2.5-flash,R2,socratic_quality,4.182985822298935
P017,google-gemini-2.5-flash,R2,context_fidelity,3.643288654967609
P017,cohere-command-r-08-2024,R1,socratic_quality,4.2815771822800315
P017,cohere-command-r-08-2024,R1,context_fidelity,3.5458714710282737
P017,cohere-command-r-08-2024,R2,socratic_quality,4.072279425163899
P017,cohere-command-r-08-2024,R2,context_fidelity,3.826878111737536
P017,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.9252524148553842
P017,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.6665111059134188
P017,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,4.008407994353632
P017,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.475684067124689
P018,openai-gpt-4o-mini,R1,socratic_quality,3.5311565611479288
P018,openai-gpt-4o-mini,R1,context_fidelity,3.869705853286623
P018,openai-gpt-4o-mini,R2,socratic_quality,3.9043929807274953
P018,openai-gpt-4o-mini,R2,context_fidelity,3.8240408023858934
P018,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.622074909123562
P018,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.060681614038255
P018,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.033289979131163
P018,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.8274305567588875
P018,google-gemini-2.5-flash,R1,socratic_quality,4.1722778901166775
P018,google-gemini-2.5-flash,R1,context_fidelity,3.920982939102646
P018,google-gemini-2.5-flash,R2,socratic_quality,3.930123618171442
P018,google-gemini-2.5-flash,R2,context_fidelity,4.014604459887151
P018,cohere-command-r-08-2024,R1,socratic_quality,3.702097310838713
P018,cohere-command-r-08-2024,R1,context_fidelity,4.014754941219658
P018,cohere-command-r-08-2024,R2,socratic_quality,3.692065891903788
P018,cohere-command-r-08-2024,R2,context_fidelity,3.4870039766760907
P018,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.7083945693745184
P018,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.411640809624506
P018,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.820946808881697
P018,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.7344039373243705
P019,openai-gpt-4o-mini,R1,socratic_quality,3.635293349554419
